2023-02-06 03:19:13,477 INFO    StreamThr :1994028 [internal.py:wandb_internal():87] W&B internal server running at pid: 1994028, started at: 2023-02-06 03:19:13.475573
2023-02-06 03:19:14,307 DEBUG   HandlerThread:1994028 [system_monitor.py:probe():181] {'os': 'Linux-5.4.0-135-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2023-02-06T03:19:14.264566', 'startedAt': '2023-02-06T03:19:13.454807', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/taerim/PRIMNET-V2/code/main.py', 'codePath': 'code/main.py', 'git': {'remote': 'https://github.com/terry97-guel/PRIMNET-V2.git', 'commit': '0c4c65eeb54ec219f1ca9fb7fd5d9312c82b4cf9'}, 'email': 'taerimyoon@korea.ac.kr', 'root': '/home/taerim/PRIMNET-V2', 'host': 'd17ace90ec45', 'username': 'taerim', 'executable': '/usr/bin/python3', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 1495.4324791666668, 'min': 1500.0, 'max': 2300.0}, 'cpu_freq_per_core': [{'current': 1499.497, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.503, 'min': 1500.0, 'max': 2300.0}, {'current': 1500.003, 'min': 1500.0, 'max': 2300.0}, {'current': 1497.97, 'min': 1500.0, 'max': 2300.0}, {'current': 1497.273, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.481, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.974, 'min': 1500.0, 'max': 2300.0}, {'current': 1500.029, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.564, 'min': 1500.0, 'max': 2300.0}, {'current': 1497.706, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.234, 'min': 1500.0, 'max': 2300.0}, {'current': 1497.129, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.359, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.445, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.006, 'min': 1500.0, 'max': 2300.0}, {'current': 1497.391, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.067, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.57, 'min': 1500.0, 'max': 2300.0}, {'current': 1484.022, 'min': 1500.0, 'max': 2300.0}, {'current': 2052.312, 'min': 1500.0, 'max': 2300.0}, {'current': 1486.276, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.317, 'min': 1500.0, 'max': 2300.0}, {'current': 1504.048, 'min': 1500.0, 'max': 2300.0}, {'current': 1496.879, 'min': 1500.0, 'max': 2300.0}, {'current': 1496.979, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.463, 'min': 1500.0, 'max': 2300.0}, {'current': 1497.141, 'min': 1500.0, 'max': 2300.0}, {'current': 1491.593, 'min': 1500.0, 'max': 2300.0}, {'current': 1367.517, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.939, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.424, 'min': 1500.0, 'max': 2300.0}, {'current': 1429.148, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.352, 'min': 1500.0, 'max': 2300.0}, {'current': 1495.212, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.009, 'min': 1500.0, 'max': 2300.0}, {'current': 1430.245, 'min': 1500.0, 'max': 2300.0}, {'current': 1499.368, 'min': 1500.0, 'max': 2300.0}, {'current': 1403.976, 'min': 1500.0, 'max': 2300.0}, {'current': 1399.492, 'min': 1500.0, 'max': 2300.0}, {'current': 1477.03, 'min': 1500.0, 'max': 2300.0}, {'current': 1477.636, 'min': 1500.0, 'max': 2300.0}, {'current': 1404.579, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.515, 'min': 1500.0, 'max': 2300.0}, {'current': 1500.037, 'min': 1500.0, 'max': 2300.0}, {'current': 1498.491, 'min': 1500.0, 'max': 2300.0}, {'current': 2535.104, 'min': 1500.0, 'max': 2300.0}, {'current': 1467.295, 'min': 1500.0, 'max': 2300.0}, {'current': 1487.152, 'min': 1500.0, 'max': 2300.0}], 'disk': {'total': 3518.7138671875, 'used': 1869.043800354004}, 'gpu': 'NVIDIA RTX A6000', 'gpu_count': 4, 'gpu_devices': [{'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}, {'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}, {'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}, {'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}], 'memory': {'total': 503.57722091674805}}
2023-02-06 03:19:14,308 INFO    HandlerThread:1994028 [system_monitor.py:probe():182] Finished collecting system info
2023-02-06 03:19:14,308 INFO    HandlerThread:1994028 [system_monitor.py:probe():185] Publishing system info
2023-02-06 03:19:14,308 DEBUG   HandlerThread:1994028 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-06 03:19:14,311 DEBUG   HandlerThread:1994028 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-06 03:19:14,319 INFO    HandlerThread:1994028 [system_monitor.py:probe():187] Finished publishing system info
2023-02-06 03:19:14,324 DEBUG   SenderThread:1994028 [sender.py:send():334] send: files
2023-02-06 03:19:14,325 INFO    SenderThread:1994028 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-02-06 03:19:14,345 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: stop_status
2023-02-06 03:19:14,347 DEBUG   SenderThread:1994028 [sender.py:send_request():361] send_request: stop_status
2023-02-06 03:19:14,567 DEBUG   SenderThread:1994028 [sender.py:send():334] send: telemetry
2023-02-06 03:19:14,568 DEBUG   SenderThread:1994028 [sender.py:send():334] send: telemetry
2023-02-06 03:19:14,568 DEBUG   SenderThread:1994028 [sender.py:send():334] send: run
2023-02-06 03:19:14,834 INFO    SenderThread:1994028 [sender.py:send_run():942] updated run: m0bhv263
2023-02-06 03:19:15,056 INFO    Thread-18 :1994028 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/taerim/PRIMNET-V2/wandb/run-20230206_031913-m0bhv263/files/config.yaml
2023-02-06 03:19:15,057 INFO    Thread-18 :1994028 [dir_watcher.py:_on_file_created():275] file/dir created: /home/taerim/PRIMNET-V2/wandb/run-20230206_031913-m0bhv263/files/requirements.txt
2023-02-06 03:19:15,058 INFO    Thread-18 :1994028 [dir_watcher.py:_on_file_created():275] file/dir created: /home/taerim/PRIMNET-V2/wandb/run-20230206_031913-m0bhv263/files/wandb-summary.json
2023-02-06 03:19:15,058 INFO    Thread-18 :1994028 [dir_watcher.py:_on_file_created():275] file/dir created: /home/taerim/PRIMNET-V2/wandb/run-20230206_031913-m0bhv263/files/wandb-metadata.json
2023-02-06 03:19:15,058 INFO    Thread-18 :1994028 [dir_watcher.py:_on_file_created():275] file/dir created: /home/taerim/PRIMNET-V2/wandb/run-20230206_031913-m0bhv263/files/output.log
2023-02-06 03:19:15,099 INFO    Thread-21 :1994028 [upload_job.py:push():143] Uploaded file /tmp/tmprmuyx_z_wandb/rw3qfryt-wandb-metadata.json
2023-02-06 03:19:17,049 INFO    Thread-18 :1994028 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/taerim/PRIMNET-V2/wandb/run-20230206_031913-m0bhv263/files/output.log
2023-02-06 03:19:18,852 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:23,854 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:28,855 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:29,338 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:19:33,857 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:34,339 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:19:38,859 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:39,341 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:19:43,865 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:44,342 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:19:45,068 INFO    Thread-18 :1994028 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/taerim/PRIMNET-V2/wandb/run-20230206_031913-m0bhv263/files/config.yaml
2023-02-06 03:19:49,120 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:49,349 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:19:54,121 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:54,350 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:19:59,123 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:19:59,352 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:04,124 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:04,354 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:09,126 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:09,356 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:14,127 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:14,218 DEBUG   SystemMonitor:1994028 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-02-06 03:20:14,225 DEBUG   SenderThread:1994028 [sender.py:send():334] send: stats
2023-02-06 03:20:14,357 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:19,229 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:19,359 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:24,230 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:24,360 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:29,232 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:29,362 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:34,234 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:34,364 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:39,235 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:39,365 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:44,230 DEBUG   SenderThread:1994028 [sender.py:send():334] send: stats
2023-02-06 03:20:44,367 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:45,232 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:49,369 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:50,234 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:54,370 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:20:55,235 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:20:59,372 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:00,237 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:04,373 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:05,238 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:09,375 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:10,240 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:14,235 DEBUG   SenderThread:1994028 [sender.py:send():334] send: stats
2023-02-06 03:21:14,377 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:16,238 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:19,378 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:21,239 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:24,380 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:26,241 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:29,382 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:31,242 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:34,384 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:36,244 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:39,385 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:41,245 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:44,240 DEBUG   SenderThread:1994028 [sender.py:send():334] send: stats
2023-02-06 03:21:44,387 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:47,243 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:49,388 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:52,245 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:54,390 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:21:57,247 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:21:59,391 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:22:02,248 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:22:04,393 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:22:07,250 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:22:09,394 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
2023-02-06 03:22:12,251 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: status_report
2023-02-06 03:22:14,246 DEBUG   SenderThread:1994028 [sender.py:send():334] send: stats
2023-02-06 03:22:14,396 DEBUG   HandlerThread:1994028 [handler.py:handle_request():144] handle_request: keepalive
